country,date,daily_vaccinations,vaccines
Scotland,2020-12-15,5821,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,2020-12-16,5821,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,2020-12-17,5821,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,2020-12-18,5821,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,2020-12-19,5821,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,2020-12-20,5821,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,2020-12-21,5690,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,2020-12-22,5558,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,2020-12-23,5426,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,2020-12-24,5295,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,2020-12-25,5163,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,2020-12-26,5031,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,2020-12-27,4899,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,2020-12-28,4635,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,2020-12-29,4370,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,2020-12-30,4105,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,2020-12-31,3841,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,2021-01-01,3576,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,2021-01-02,3312,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,2021-01-03,3047,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,2021-01-04,3650,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,2021-01-05,4254,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,2021-01-06,4858,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,2021-01-07,5461,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,2021-01-08,6065,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,2021-01-09,6668,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,2021-01-10,7272,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,2021-01-11,8042,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,2021-01-12,9311,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,2021-01-13,10621,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,2021-01-14,11979,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,2021-01-15,12869,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,2021-01-16,13760,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,2021-01-17,14651,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,2021-01-18,15667,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,2021-01-19,17018,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,2021-01-20,18277,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,2021-01-21,19282,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,2021-01-22,20597,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,2021-01-23,22034,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,2021-01-24,21750,"Oxford/AstraZeneca, Pfizer/BioNTech"
Serbia,2021-01-08,1150,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,2021-01-09,1150,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,2021-01-10,1150,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,2021-01-11,1503,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,2021-01-12,1680,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,2021-01-13,1785,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,2021-01-14,1856,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,2021-01-15,2221,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,2021-01-16,2687,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,2021-01-17,3153,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,2021-01-18,3468,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,2021-01-19,3783,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,2021-01-20,4098,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,2021-01-21,9528,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,2021-01-22,13880,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,2021-01-23,19485,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,2021-01-24,26632,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,2021-01-25,31534,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Seychelles,2021-01-09,500,Sinopharm
Seychelles,2021-01-10,500,Sinopharm
Seychelles,2021-01-11,500,Sinopharm
Seychelles,2021-01-12,500,Sinopharm
Seychelles,2021-01-13,500,Sinopharm
Seychelles,2021-01-14,600,Sinopharm
Seychelles,2021-01-15,667,Sinopharm
Seychelles,2021-01-16,1000,Sinopharm
Seychelles,2021-01-17,1118,Sinopharm
Seychelles,2021-01-18,1236,Sinopharm
Seychelles,2021-01-19,1354,Sinopharm
Seychelles,2021-01-20,1595,Sinopharm
Seychelles,2021-01-21,1718,Sinopharm
Seychelles,2021-01-22,1841,Sinopharm
Seychelles,2021-01-23,1622,Sinopharm
Singapore,2021-01-11,2800,Pfizer/BioNTech
Singapore,2021-01-12,2800,Pfizer/BioNTech
Singapore,2021-01-13,4090,Pfizer/BioNTech
Singapore,2021-01-14,4520,Pfizer/BioNTech
Singapore,2021-01-15,4735,Pfizer/BioNTech
Singapore,2021-01-16,4864,Pfizer/BioNTech
Singapore,2021-01-17,4950,Pfizer/BioNTech
Singapore,2021-01-18,5011,Pfizer/BioNTech
Singapore,2021-01-19,5380,Pfizer/BioNTech
Singapore,2021-01-20,5380,Pfizer/BioNTech
Singapore,2021-01-21,5380,Pfizer/BioNTech
Singapore,2021-01-22,5380,Pfizer/BioNTech
Slovakia,2021-01-04,425,Pfizer/BioNTech
Slovakia,2021-01-05,425,Pfizer/BioNTech
Slovakia,2021-01-06,3309,Pfizer/BioNTech
Slovakia,2021-01-07,4544,Pfizer/BioNTech
Slovakia,2021-01-08,5137,Pfizer/BioNTech
Slovakia,2021-01-09,4456,Pfizer/BioNTech
Slovakia,2021-01-10,4221,Pfizer/BioNTech
Slovakia,2021-01-11,4174,Pfizer/BioNTech
Slovakia,2021-01-12,5616,Pfizer/BioNTech
Slovakia,2021-01-13,5661,Pfizer/BioNTech
Slovakia,2021-01-14,5685,Pfizer/BioNTech
Slovakia,2021-01-15,5744,Pfizer/BioNTech
Slovakia,2021-01-16,5669,Pfizer/BioNTech
Slovakia,2021-01-17,5241,Pfizer/BioNTech
Slovakia,2021-01-18,5968,Pfizer/BioNTech
Slovakia,2021-01-19,5473,Pfizer/BioNTech
Slovakia,2021-01-20,5585,Pfizer/BioNTech
Slovakia,2021-01-21,5535,Pfizer/BioNTech
Slovenia,2021-01-03,1270,Pfizer/BioNTech
Slovenia,2021-01-04,1270,Pfizer/BioNTech
Slovenia,2021-01-05,1484,Pfizer/BioNTech
Slovenia,2021-01-06,2110,Pfizer/BioNTech
Slovenia,2021-01-07,2601,Pfizer/BioNTech
Slovenia,2021-01-08,2718,Pfizer/BioNTech
Slovenia,2021-01-09,2333,Pfizer/BioNTech
Slovenia,2021-01-10,2087,Pfizer/BioNTech
Slovenia,2021-01-11,2183,Pfizer/BioNTech
Slovenia,2021-01-12,2223,Pfizer/BioNTech
Slovenia,2021-01-13,2471,Pfizer/BioNTech
Slovenia,2021-01-14,2689,Pfizer/BioNTech
Slovenia,2021-01-15,3036,Pfizer/BioNTech
Slovenia,2021-01-16,3073,Pfizer/BioNTech
Slovenia,2021-01-17,3070,Pfizer/BioNTech
Slovenia,2021-01-18,2942,Pfizer/BioNTech
Slovenia,2021-01-19,2772,Pfizer/BioNTech
Slovenia,2021-01-20,2415,Pfizer/BioNTech
Slovenia,2021-01-21,2420,Pfizer/BioNTech
Slovenia,2021-01-22,2009,Pfizer/BioNTech
Slovenia,2021-01-23,2034,Pfizer/BioNTech
Slovenia,2021-01-24,1992,Pfizer/BioNTech
Spain,2021-01-04,41496,"Moderna, Pfizer/BioNTech"
Spain,2021-01-05,56505,"Moderna, Pfizer/BioNTech"
Spain,2021-01-06,45248,"Moderna, Pfizer/BioNTech"
Spain,2021-01-07,41496,"Moderna, Pfizer/BioNTech"
Spain,2021-01-08,48786,"Moderna, Pfizer/BioNTech"
Spain,2021-01-09,47569,"Moderna, Pfizer/BioNTech"
Spain,2021-01-10,46759,"Moderna, Pfizer/BioNTech"
Spain,2021-01-11,46180,"Moderna, Pfizer/BioNTech"
Spain,2021-01-12,49826,"Moderna, Pfizer/BioNTech"
Spain,2021-01-13,58330,"Moderna, Pfizer/BioNTech"
Spain,2021-01-14,66980,"Moderna, Pfizer/BioNTech"
Spain,2021-01-15,70139,"Moderna, Pfizer/BioNTech"
Spain,2021-01-16,70181,"Moderna, Pfizer/BioNTech"
Spain,2021-01-17,70223,"Moderna, Pfizer/BioNTech"
Spain,2021-01-18,70264,"Moderna, Pfizer/BioNTech"
Spain,2021-01-19,68282,"Moderna, Pfizer/BioNTech"
Spain,2021-01-20,63471,"Moderna, Pfizer/BioNTech"
Spain,2021-01-21,61016,"Moderna, Pfizer/BioNTech"
Spain,2021-01-22,56696,"Moderna, Pfizer/BioNTech"
Spain,2021-01-23,53971,"Moderna, Pfizer/BioNTech"
Spain,2021-01-24,51247,"Moderna, Pfizer/BioNTech"
Spain,2021-01-25,48522,"Moderna, Pfizer/BioNTech"
Sweden,2020-12-27,3859,Pfizer/BioNTech
Sweden,2020-12-28,3859,Pfizer/BioNTech
Sweden,2020-12-29,3859,Pfizer/BioNTech
Sweden,2020-12-30,3859,Pfizer/BioNTech
Sweden,2020-12-31,3859,Pfizer/BioNTech
Sweden,2021-01-01,3859,Pfizer/BioNTech
Sweden,2021-01-02,3859,Pfizer/BioNTech
Sweden,2021-01-03,3859,Pfizer/BioNTech
Sweden,2021-01-04,4294,Pfizer/BioNTech
Sweden,2021-01-05,4729,Pfizer/BioNTech
Sweden,2021-01-06,5165,Pfizer/BioNTech
Sweden,2021-01-07,5600,Pfizer/BioNTech
Sweden,2021-01-08,6035,Pfizer/BioNTech
Sweden,2021-01-09,6470,Pfizer/BioNTech
Sweden,2021-01-10,6905,Pfizer/BioNTech
Sweden,2021-01-11,7292,Pfizer/BioNTech
Sweden,2021-01-12,7680,Pfizer/BioNTech
Sweden,2021-01-13,8067,Pfizer/BioNTech
Sweden,2021-01-14,8454,Pfizer/BioNTech
Sweden,2021-01-15,8841,Pfizer/BioNTech
Sweden,2021-01-16,9228,Pfizer/BioNTech
Sweden,2021-01-17,9616,Pfizer/BioNTech
Switzerland,2020-12-23,3000,Pfizer/BioNTech
Switzerland,2020-12-24,3000,Pfizer/BioNTech
Switzerland,2020-12-25,3000,Pfizer/BioNTech
Switzerland,2020-12-26,3000,Pfizer/BioNTech
Switzerland,2020-12-27,3000,Pfizer/BioNTech
Switzerland,2020-12-28,3000,Pfizer/BioNTech
Switzerland,2020-12-29,3000,Pfizer/BioNTech
Switzerland,2020-12-30,3000,Pfizer/BioNTech
Switzerland,2020-12-31,3000,Pfizer/BioNTech
Switzerland,2021-01-01,3000,Pfizer/BioNTech
Switzerland,2021-01-02,3000,Pfizer/BioNTech
Switzerland,2021-01-03,3000,Pfizer/BioNTech
Switzerland,2021-01-04,3000,Pfizer/BioNTech
Switzerland,2021-01-05,3000,Pfizer/BioNTech
Switzerland,2021-01-06,3000,Pfizer/BioNTech
Switzerland,2021-01-07,3000,Pfizer/BioNTech
Switzerland,2021-01-08,3000,Pfizer/BioNTech
Switzerland,2021-01-09,3000,Pfizer/BioNTech
Switzerland,2021-01-10,3000,Pfizer/BioNTech
Switzerland,2021-01-11,3000,Pfizer/BioNTech
Switzerland,2021-01-12,3000,Pfizer/BioNTech
Switzerland,2021-01-13,3000,Pfizer/BioNTech
Switzerland,2021-01-14,3000,Pfizer/BioNTech
Switzerland,2021-01-15,3829,Pfizer/BioNTech
Switzerland,2021-01-16,4657,Pfizer/BioNTech
Switzerland,2021-01-17,5486,Pfizer/BioNTech
Switzerland,2021-01-18,6314,Pfizer/BioNTech
Switzerland,2021-01-19,7143,Pfizer/BioNTech
Switzerland,2021-01-20,10984,Pfizer/BioNTech
Switzerland,2021-01-21,14826,Pfizer/BioNTech
Turkey,2021-01-13,67192,Sinovac
Turkey,2021-01-14,279452,Sinovac
Turkey,2021-01-15,308326,Sinovac
Turkey,2021-01-16,225634,Sinovac
Turkey,2021-01-17,176613,Sinovac
Turkey,2021-01-18,166482,Sinovac
Turkey,2021-01-19,158439,Sinovac
Turkey,2021-01-20,150356,Sinovac
Turkey,2021-01-21,120115,Sinovac
Turkey,2021-01-22,83651,Sinovac
Turkey,2021-01-23,78569,Sinovac
Turkey,2021-01-24,76886,Sinovac
Turkey,2021-01-25,67192,Sinovac
United Arab Emirates,2021-01-05,30698,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,2021-01-06,30698,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,2021-01-07,30698,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,2021-01-08,38418,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,2021-01-09,48512,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,2021-01-10,52053,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,2021-01-11,56825,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,2021-01-12,64193,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,2021-01-13,76797,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,2021-01-14,91448,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,2021-01-15,103490,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,2021-01-16,111082,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,2021-01-17,113744,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,2021-01-18,114896,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,2021-01-19,112816,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,2021-01-20,109510,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,2021-01-21,102605,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,2021-01-22,96156,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,2021-01-23,89839,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,2021-01-24,86430,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,2021-01-25,85653,"Pfizer/BioNTech, Sinopharm"
United Kingdom,2020-12-20,46423,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2020-12-21,46423,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2020-12-22,46423,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2020-12-23,46423,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2020-12-24,46423,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2020-12-25,46423,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2020-12-26,46423,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2020-12-27,46423,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2020-12-28,47738,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2020-12-29,49053,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2020-12-30,50369,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2020-12-31,51684,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-01,52999,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-02,54315,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-03,55630,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-04,74138,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-05,92647,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-06,111155,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-07,129663,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-08,148171,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-09,166680,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-10,185188,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-11,182424,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-12,187930,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-13,202716,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-14,222253,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-15,242692,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-16,256292,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-17,262404,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-18,268518,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-19,286118,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-20,297294,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-21,310246,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-22,331933,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-23,362307,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-24,361321,"Oxford/AstraZeneca, Pfizer/BioNTech"
United States,2020-12-20,57909,"Moderna, Pfizer/BioNTech"
United States,2020-12-21,57909,"Moderna, Pfizer/BioNTech"
United States,2020-12-22,127432,"Moderna, Pfizer/BioNTech"
United States,2020-12-23,150606,"Moderna, Pfizer/BioNTech"
United States,2020-12-24,191001,"Moderna, Pfizer/BioNTech"
United States,2020-12-25,215238,"Moderna, Pfizer/BioNTech"
United States,2020-12-26,231396,"Moderna, Pfizer/BioNTech"
United States,2020-12-27,211379,"Moderna, Pfizer/BioNTech"
United States,2020-12-28,216147,"Moderna, Pfizer/BioNTech"
United States,2020-12-29,235685,"Moderna, Pfizer/BioNTech"
United States,2020-12-30,255223,"Moderna, Pfizer/BioNTech"
United States,2020-12-31,278776,"Moderna, Pfizer/BioNTech"
United States,2021-01-01,302329,"Moderna, Pfizer/BioNTech"
United States,2021-01-02,325882,"Moderna, Pfizer/BioNTech"
United States,2021-01-03,336949,"Moderna, Pfizer/BioNTech"
United States,2021-01-04,348017,"Moderna, Pfizer/BioNTech"
United States,2021-01-05,339372,"Moderna, Pfizer/BioNTech"
United States,2021-01-06,358887,"Moderna, Pfizer/BioNTech"
United States,2021-01-07,378253,"Moderna, Pfizer/BioNTech"
United States,2021-01-08,419933,"Moderna, Pfizer/BioNTech"
United States,2021-01-09,461263,"Moderna, Pfizer/BioNTech"
United States,2021-01-10,546636,"Moderna, Pfizer/BioNTech"
United States,2021-01-11,632009,"Moderna, Pfizer/BioNTech"
United States,2021-01-12,641524,"Moderna, Pfizer/BioNTech"
United States,2021-01-13,710238,"Moderna, Pfizer/BioNTech"
United States,2021-01-14,747082,"Moderna, Pfizer/BioNTech"
United States,2021-01-15,798707,"Moderna, Pfizer/BioNTech"
United States,2021-01-16,811670,"Moderna, Pfizer/BioNTech"
United States,2021-01-17,824632,"Moderna, Pfizer/BioNTech"
United States,2021-01-18,837595,"Moderna, Pfizer/BioNTech"
United States,2021-01-19,911493,"Moderna, Pfizer/BioNTech"
United States,2021-01-20,892403,"Moderna, Pfizer/BioNTech"
United States,2021-01-21,913912,"Moderna, Pfizer/BioNTech"
United States,2021-01-22,975540,"Moderna, Pfizer/BioNTech"
United States,2021-01-23,1057387,"Moderna, Pfizer/BioNTech"
United States,2021-01-24,1122182,"Moderna, Pfizer/BioNTech"
United States,2021-01-25,1126251,"Moderna, Pfizer/BioNTech"
Wales,2020-12-13,1763,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2020-12-14,2198,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2020-12-15,2198,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2020-12-16,2198,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2020-12-17,2198,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2020-12-18,2198,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2020-12-19,2198,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2020-12-20,2198,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2020-12-21,2136,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2020-12-22,2074,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2020-12-23,2012,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2020-12-24,1950,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2020-12-25,1887,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2020-12-26,1825,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2020-12-27,1763,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2020-12-28,1796,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2020-12-29,1830,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2020-12-30,1863,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2020-12-31,1896,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-01,1929,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-02,1962,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-03,1995,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-04,2450,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-05,2904,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-06,3359,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-07,3814,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-08,4268,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-09,4723,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-10,5177,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-11,5183,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-12,5893,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-13,6812,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-14,7988,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-15,8460,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-16,8931,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-17,9403,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-18,10123,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-19,10672,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-20,11105,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-21,12318,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-22,15148,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-23,17371,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-24,17063,"Oxford/AstraZeneca, Pfizer/BioNTech"
